NACE21_CODE	LEVEL	NACE21_HEADING	NACE2_CODE	NACE2_HEADING	Common_Content	Mapping_Type
"10.13"	"4"	"10.13 Production of meat and poultry meat products"	"10.13"	"10.13 Production of meat and poultry meat products"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.13 is mapped to NACE Rev. 2 class 10.13"
"10.2"	"3"	"10.2 Processing and preserving of fish, crustaceans and molluscs"	"10.2"	"10.2 Processing and preserving of fish, crustaceans and molluscs"		"NACE Rev. 2.1 group 10.2 is mapped to NACE Rev. 2 group 10.2"
"10.20"	"4"	"10.20 Processing and preserving of fish, crustaceans and molluscs"	"10.20"	"10.20 Processing and preserving of fish, crustaceans and molluscs"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.20 is mapped to NACE Rev. 2 class 10.20"
"10.3"	"3"	"10.3 Processing and preserving of fruit and vegetables"	"10.3"	"10.3 Processing and preserving of fruit and vegetables"		"NACE Rev. 2.1 group 10.3 is mapped to NACE Rev. 2 group 10.3"
"10.31"	"4"	"10.31 Processing and preserving of potatoes"	"10.31"	"10.31 Processing and preserving of potatoes"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.31 is mapped to NACE Rev. 2 class 10.31"
"10.32"	"4"	"10.32 Manufacture of fruit and vegetable juice"	"10.32"	"10.32 Manufacture of fruit and vegetable juice"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.32 is mapped to NACE Rev. 2 class 10.32"
"10.39"	"4"	"10.39 Other processing and preserving of fruit and vegetables"	"10.39"	"10.39 Other processing and preserving of fruit and vegetables"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.39 is mapped to NACE Rev. 2 class 10.39"
"10.4"	"3"	"10.4 Manufacture of vegetable and animal oils and fats"	"10.4"	"10.4 Manufacture of vegetable and animal oils and fats"		"NACE Rev. 2.1 group 10.4 is mapped to NACE Rev. 2 group 10.4"
"10.41"	"4"	"10.41 Manufacture of oils and fats"	"10.41"	"10.41 Manufacture of oils and fats"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.41 is mapped to NACE Rev. 2 class 10.41"
"10.42"	"4"	"10.42 Manufacture of margarine and similar edible fats"	"10.42"	"10.42 Manufacture of margarine and similar edible fats"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.42 is mapped to NACE Rev. 2 class 10.42"
"10.5"	"3"	"10.5 Manufacture of dairy products and edible ice"	"10.5"	"10.5 Manufacture of dairy products"		"NACE Rev. 2.1 group 10.5 is mapped to NACE Rev. 2 group 10.5"
"10.51"	"4"	"10.51 Manufacture of dairy products"	"10.51"	"10.51 Operation of dairies and cheese making"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.51 is mapped to NACE Rev. 2 class 10.51"
"10.52"	"4"	"10.52 Manufacture of ice cream and other edible ice"	"10.52"	"10.52 Manufacture of ice cream"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.52 is mapped to NACE Rev. 2 class 10.52"
"10.6"	"3"	"10.6 Manufacture of grain mill products, starches and starch products"	"10.6"	"10.6 Manufacture of grain mill products, starches and starch products"		"NACE Rev. 2.1 group 10.6 is mapped to NACE Rev. 2 groups 10.6, 10.8"
"10.6"	"3"	"10.6 Manufacture of grain mill products, starches and starch products"	"10.8"	"10.8 Manufacture of other food products"		"NACE Rev. 2.1 group 10.6 is mapped to NACE Rev. 2 groups 10.6, 10.8"
"10.61"	"4"	"10.61 Manufacture of grain mill products"	"10.61"	"10.61 Manufacture of grain mill products"		"NACE Rev. 2.1 class 10.61 is mapped to NACE Rev. 2 classes 10.61, 10.86"
"10.61"	"4"	"10.61 Manufacture of grain mill products"	"10.86"	"10.86 Manufacture of homogenised food preparations and dietetic food"		"NACE Rev. 2.1 class 10.61 is mapped to NACE Rev. 2 classes 10.61, 10.86"
"10.62"	"4"	"10.62 Manufacture of starches and starch products"	"10.62"	"10.62 Manufacture of starches and starch products"		"NACE Rev. 2.1 class 10.62 is mapped to NACE Rev. 2 classes 10.62, 10.86"
"10.62"	"4"	"10.62 Manufacture of starches and starch products"	"10.86"	"10.86 Manufacture of homogenised food preparations and dietetic food"		"NACE Rev. 2.1 class 10.62 is mapped to NACE Rev. 2 classes 10.62, 10.86"
"10.7"	"3"	"10.7 Manufacture of bakery and farinaceous products"	"10.7"	"10.7 Manufacture of bakery and farinaceous products"		"NACE Rev. 2.1 group 10.7 is mapped to NACE Rev. 2 groups 10.7, 10.8"
"10.7"	"3"	"10.7 Manufacture of bakery and farinaceous products"	"10.8"	"10.8 Manufacture of other food products"		"NACE Rev. 2.1 group 10.7 is mapped to NACE Rev. 2 groups 10.7, 10.8"
"10.71"	"4"	"10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes"	"10.71"	"10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes"		"NACE Rev. 2.1 class 10.71 is mapped to NACE Rev. 2 classes 10.71, 10.86"
"10.71"	"4"	"10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes"	"10.86"	"10.86 Manufacture of homogenised food preparations and dietetic food"		"NACE Rev. 2.1 class 10.71 is mapped to NACE Rev. 2 classes 10.71, 10.86"
"10.72"	"4"	"10.72 Manufacture of rusks, biscuits, preserved pastries and cakes"	"10.72"	"10.72 Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"		"NACE Rev. 2.1 class 10.72 is mapped to NACE Rev. 2 classes 10.72, 10.86"
"10.72"	"4"	"10.72 Manufacture of rusks, biscuits, preserved pastries and cakes"	"10.86"	"10.86 Manufacture of homogenised food preparations and dietetic food"		"NACE Rev. 2.1 class 10.72 is mapped to NACE Rev. 2 classes 10.72, 10.86"
"10.73"	"4"	"10.73 Manufacture of farinaceous products"	"10.73"	"10.73 Manufacture of macaroni, noodles, couscous and similar farinaceous products"		"NACE Rev. 2.1 class 10.73 is mapped to NACE Rev. 2 classes 10.73, 10.86"
"10.73"	"4"	"10.73 Manufacture of farinaceous products"	"10.86"	"10.86 Manufacture of homogenised food preparations and dietetic food"		"NACE Rev. 2.1 class 10.73 is mapped to NACE Rev. 2 classes 10.73, 10.86"
"10.8"	"3"	"10.8 Manufacture of other food products"	"10.8"	"10.8 Manufacture of other food products"		"NACE Rev. 2.1 group 10.8 is mapped to NACE Rev. 2 group 10.8"
"10.81"	"4"	"10.81 Manufacture of sugar"	"10.81"	"10.81 Manufacture of sugar"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.81 is mapped to NACE Rev. 2 class 10.81"
"10.82"	"4"	"10.82 Manufacture of cocoa, chocolate and sugar confectionery"	"10.82"	"10.82 Manufacture of cocoa, chocolate and sugar confectionery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.82 is mapped to NACE Rev. 2 class 10.82"
"10.83"	"4"	"10.83 Processing of tea and coffee"	"10.83"	"10.83 Processing of tea and coffee"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.83 is mapped to NACE Rev. 2 class 10.83"
"10.84"	"4"	"10.84 Manufacture of condiments and seasonings"	"10.84"	"10.84 Manufacture of condiments and seasonings"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.84 is mapped to NACE Rev. 2 class 10.84"
"10.85"	"4"	"10.85 Manufacture of prepared meals and dishes"	"10.85"	"10.85 Manufacture of prepared meals and dishes"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.85 is mapped to NACE Rev. 2 class 10.85"
"10.86"	"4"	"10.86 Manufacture of homogenised food preparations and dietetic food"	"10.86"	"10.86 Manufacture of homogenised food preparations and dietetic food"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.86 is mapped to NACE Rev. 2 class 10.86"
"10.89"	"4"	"10.89 Manufacture of other food products n.e.c."	"10.89"	"10.89 Manufacture of other food products n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.89 is mapped to NACE Rev. 2 class 10.89"
"10.9"	"3"	"10.9 Manufacture of prepared animal feeds"	"10.9"	"10.9 Manufacture of prepared animal feeds"		"NACE Rev. 2.1 group 10.9 is mapped to NACE Rev. 2 group 10.9"
"10.91"	"4"	"10.91 Manufacture of prepared feeds for farm animals"	"10.91"	"10.91 Manufacture of prepared feeds for farm animals"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.91 is mapped to NACE Rev. 2 class 10.91"
"10.92"	"4"	"10.92 Manufacture of prepared pet foods"	"10.92"	"10.92 Manufacture of prepared pet foods"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 10.92 is mapped to NACE Rev. 2 class 10.92"
"11"	"2"	"11 Manufacture of beverages"	"11"	"11 Manufacture of beverages"		"NACE Rev. 2.1 division 11 is mapped to NACE Rev. 2 division 11"
"11.0"	"3"	"11.0 Manufacture of beverages"	"11.0"	"11.0 Manufacture of beverages"		"NACE Rev. 2.1 group 11.0 is mapped to NACE Rev. 2 group 11.0"
"11.01"	"4"	"11.01 Distilling, rectifying and blending of spirits"	"11.01"	"11.01 Distilling, rectifying and blending of spirits"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.01 is mapped to NACE Rev. 2 class 11.01"
"11.02"	"4"	"11.02 Manufacture of wine from grape"	"11.02"	"11.02 Manufacture of wine from grape"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.02 is mapped to NACE Rev. 2 class 11.02"
"11.03"	"4"	"11.03 Manufacture of cider and other fruit fermented beverages"	"11.03"	"11.03 Manufacture of cider and other fruit wines"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.03 is mapped to NACE Rev. 2 class 11.03"
"11.04"	"4"	"11.04 Manufacture of other non-distilled fermented beverages"	"11.04"	"11.04 Manufacture of other non-distilled fermented beverages"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.04 is mapped to NACE Rev. 2 class 11.04"
"11.05"	"4"	"11.05 Manufacture of beer"	"11.05"	"11.05 Manufacture of beer"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.05 is mapped to NACE Rev. 2 class 11.05"
"11.06"	"4"	"11.06 Manufacture of malt"	"11.06"	"11.06 Manufacture of malt"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.06 is mapped to NACE Rev. 2 class 11.06"
"11.07"	"4"	"11.07 Manufacture of soft drinks and bottled waters"	"11.07"	"11.07 Manufacture of soft drinks; production of mineral waters and other bottled waters"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 11.07 is mapped to NACE Rev. 2 class 11.07"
"12"	"2"	"12 Manufacture of tobacco products"	"12"	"12 Manufacture of tobacco products"		"NACE Rev. 2.1 division 12 is mapped to NACE Rev. 2 division 12"
"12.0"	"3"	"12.0 Manufacture of tobacco products"	"12.0"	"12.0 Manufacture of tobacco products"		"NACE Rev. 2.1 group 12.0 is mapped to NACE Rev. 2 group 12.0"
"12.00"	"4"	"12.00 Manufacture of tobacco products"	"12.00"	"12.00 Manufacture of tobacco products"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 12.00 is mapped to NACE Rev. 2 class 12.00"
"13"	"2"	"13 Manufacture of textiles"	"13"	"13 Manufacture of textiles"		"NACE Rev. 2.1 division 13 is mapped to NACE Rev. 2 divisions 13, 18"
"13"	"2"	"13 Manufacture of textiles"	"18"	"18 Printing and reproduction of recorded media"		"NACE Rev. 2.1 division 13 is mapped to NACE Rev. 2 divisions 13, 18"
"13.1"	"3"	"13.1 Preparation and spinning of textile fibres"	"13.1"	"13.1 Preparation and spinning of textile fibres"		"NACE Rev. 2.1 group 13.1 is mapped to NACE Rev. 2 group 13.1"
"13.10"	"4"	"13.10 Preparation and spinning of textile fibres"	"13.10"	"13.10 Preparation and spinning of textile fibres"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.10 is mapped to NACE Rev. 2 class 13.10"
"13.2"	"3"	"13.2 Weaving of textiles"	"13.2"	"13.2 Weaving of textiles"		"NACE Rev. 2.1 group 13.2 is mapped to NACE Rev. 2 group 13.2"
"13.20"	"4"	"13.20 Weaving of textiles"	"13.20"	"13.20 Weaving of textiles"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.20 is mapped to NACE Rev. 2 class 13.20"
"13.3"	"3"	"13.3 Finishing of textiles"	"13.3"	"13.3 Finishing of textiles"		"NACE Rev. 2.1 group 13.3 is mapped to NACE Rev. 2 groups 13.3, 18.1"
"13.3"	"3"	"13.3 Finishing of textiles"	"18.1"	"18.1 Printing and service activities related to printing"		"NACE Rev. 2.1 group 13.3 is mapped to NACE Rev. 2 groups 13.3, 18.1"
"13.30"	"4"	"13.30 Finishing of textiles"	"13.30"	"13.30 Finishing of textiles"		"NACE Rev. 2.1 class 13.30 is mapped to NACE Rev. 2 classes 13.30, 18.12"
"13.30"	"4"	"13.30 Finishing of textiles"	"18.12"	"18.12 Other printing"		"NACE Rev. 2.1 class 13.30 is mapped to NACE Rev. 2 classes 13.30, 18.12"
"13.9"	"3"	"13.9 Manufacture of other textiles"	"13.2"	"13.2 Weaving of textiles"		"NACE Rev. 2.1 group 13.9 is mapped to NACE Rev. 2 groups 13.2, 13.9"
"13.9"	"3"	"13.9 Manufacture of other textiles"	"13.9"	"13.9 Manufacture of other textiles"		"NACE Rev. 2.1 group 13.9 is mapped to NACE Rev. 2 groups 13.2, 13.9"
"13.91"	"4"	"13.91 Manufacture of knitted and crocheted fabrics"	"13.91"	"13.91 Manufacture of knitted and crocheted fabrics"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.91 is mapped to NACE Rev. 2 class 13.91"
"13.92"	"4"	"13.92 Manufacture of household textiles and made-up furnishing articles"	"13.92"	"13.92 Manufacture of made-up textile articles, except apparel"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.92 is mapped to NACE Rev. 2 class 13.92"
"13.93"	"4"	"13.93 Manufacture of carpets and rugs"	"13.93"	"13.93 Manufacture of carpets and rugs"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.93 is mapped to NACE Rev. 2 class 13.93"
"13.94"	"4"	"13.94 Manufacture of cordage, rope, twine and netting"	"13.94"	"13.94 Manufacture of cordage, rope, twine and netting"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.94 is mapped to NACE Rev. 2 class 13.94"
"13.95"	"4"	"13.95 Manufacture of non-wovens and non-woven articles"	"13.95"	"13.95 Manufacture of non-wovens and articles made from non-wovens, except apparel"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.95 is mapped to NACE Rev. 2 class 13.95"
"13.96"	"4"	"13.96 Manufacture of other technical and industrial textiles"	"13.20"	"13.20 Weaving of textiles"		"NACE Rev. 2.1 class 13.96 is mapped to NACE Rev. 2 classes 13.20, 13.92, 13.96"
"13.96"	"4"	"13.96 Manufacture of other technical and industrial textiles"	"13.92"	"13.92 Manufacture of made-up textile articles, except apparel"		"NACE Rev. 2.1 class 13.96 is mapped to NACE Rev. 2 classes 13.20, 13.92, 13.96"
"13.96"	"4"	"13.96 Manufacture of other technical and industrial textiles"	"13.96"	"13.96 Manufacture of other technical and industrial textiles"		"NACE Rev. 2.1 class 13.96 is mapped to NACE Rev. 2 classes 13.20, 13.92, 13.96"
"13.99"	"4"	"13.99 Manufacture of other textiles n.e.c."	"13.99"	"13.99 Manufacture of other textiles n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 13.99 is mapped to NACE Rev. 2 class 13.99"
"14"	"2"	"14 Manufacture of wearing apparel"	"14"	"14 Manufacture of wearing apparel"		"NACE Rev. 2.1 division 14 is mapped to NACE Rev. 2 division 14"
"14.1"	"3"	"14.1 Manufacture of knitted and crocheted apparel"	"14.1"	"14.1 Manufacture of wearing apparel, except fur apparel"		"NACE Rev. 2.1 group 14.1 is mapped to NACE Rev. 2 groups 14.1, 14.3"
"14.1"	"3"	"14.1 Manufacture of knitted and crocheted apparel"	"14.3"	"14.3 Manufacture of knitted and crocheted apparel"		"NACE Rev. 2.1 group 14.1 is mapped to NACE Rev. 2 groups 14.1, 14.3"
"14.10"	"4"	"14.10 Manufacture of knitted and crocheted apparel"	"14.13"	"14.13 Manufacture of other outerwear"		"NACE Rev. 2.1 class 14.10 is mapped to NACE Rev. 2 classes 14.13, 14.14, 14.19, 14.31, 14.39"
"14.10"	"4"	"14.10 Manufacture of knitted and crocheted apparel"	"14.14"	"14.14 Manufacture of underwear"		"NACE Rev. 2.1 class 14.10 is mapped to NACE Rev. 2 classes 14.13, 14.14, 14.19, 14.31, 14.39"
"14.10"	"4"	"14.10 Manufacture of knitted and crocheted apparel"	"14.19"	"14.19 Manufacture of other wearing apparel and accessories"		"NACE Rev. 2.1 class 14.10 is mapped to NACE Rev. 2 classes 14.13, 14.14, 14.19, 14.31, 14.39"
"14.10"	"4"	"14.10 Manufacture of knitted and crocheted apparel"	"14.31"	"14.31 Manufacture of knitted and crocheted hosiery"		"NACE Rev. 2.1 class 14.10 is mapped to NACE Rev. 2 classes 14.13, 14.14, 14.19, 14.31, 14.39"
"14.10"	"4"	"14.10 Manufacture of knitted and crocheted apparel"	"14.39"	"14.39 Manufacture of other knitted and crocheted apparel"		"NACE Rev. 2.1 class 14.10 is mapped to NACE Rev. 2 classes 14.13, 14.14, 14.19, 14.31, 14.39"
"14.2"	"3"	"14.2 Manufacture of other wearing apparel and accessories"	"14.1"	"14.1 Manufacture of wearing apparel, except fur apparel"		"NACE Rev. 2.1 group 14.2 is mapped to NACE Rev. 2 groups 14.1, 14.2"
"14.2"	"3"	"14.2 Manufacture of other wearing apparel and accessories"	"14.2"	"14.2 Manufacture of articles of fur"		"NACE Rev. 2.1 group 14.2 is mapped to NACE Rev. 2 groups 14.1, 14.2"
"14.21"	"4"	"14.21 Manufacture of outerwear"	"14.13"	"14.13 Manufacture of other outerwear"		"NACE Rev. 2.1 class 14.21 is mapped to NACE Rev. 2 classes 14.13, 14.19"
"14.21"	"4"	"14.21 Manufacture of outerwear"	"14.19"	"14.19 Manufacture of other wearing apparel and accessories"		"NACE Rev. 2.1 class 14.21 is mapped to NACE Rev. 2 classes 14.13, 14.19"
"14.22"	"4"	"14.22 Manufacture of underwear"	"14.14"	"14.14 Manufacture of underwear"		"NACE Rev. 2.1 class 14.22 is mapped to NACE Rev. 2 classes 14.14, 14.19"
"14.22"	"4"	"14.22 Manufacture of underwear"	"14.19"	"14.19 Manufacture of other wearing apparel and accessories"		"NACE Rev. 2.1 class 14.22 is mapped to NACE Rev. 2 classes 14.14, 14.19"
"14.23"	"4"	"14.23 Manufacture of workwear"	"14.12"	"14.12 Manufacture of workwear"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 14.23 is mapped to NACE Rev. 2 class 14.12"
"14.24"	"4"	"14.24 Manufacture of leather clothes and fur apparel"	"14.11"	"14.11 Manufacture of leather clothes"		"NACE Rev. 2.1 class 14.24 is mapped to NACE Rev. 2 classes 14.11, 14.19, 14.20"
